"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Stamford Academy District","","2014-2015","Female","Other Rate","Percent","32.0"
"Stamford Academy District","","2014-2015","Male","Other Rate","Percent","39.1"
"Stamford Academy District","","2015-2016","Female","Total Cohort Count","Number","22"
"Stamford Academy District","","2015-2016","Male","Total Cohort Count","Number","31"
"Stamford Academy District","","2015-2016","Female","Four Year Graduation Count","Number","-9999"
"Stamford Academy District","","2015-2016","Male","Four Year Graduation Count","Number","-9999"
"Stamford Academy District","","2015-2016","Female","Four Year Graduation Rate","Percent","-9999"
"Stamford Academy District","","2015-2016","Male","Four Year Graduation Rate","Percent","-9999"
"Stamford Academy District","","2015-2016","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stamford Academy District","","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stamford Academy District","","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stamford Academy District","","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Stamford Academy District","","2015-2016","Female","Other Count","Number","9"
"Stamford Academy District","","2015-2016","Male","Other Count","Number","8"
"Stamford Academy District","","2015-2016","Female","Other Rate","Percent","40.9"
"Stamford Academy District","","2015-2016","Male","Other Rate","Percent","25.8"
"Stamford Academy District","","2016-2017","Female","Total Cohort Count","Number","26"
"Stamford Academy District","","2016-2017","Male","Total Cohort Count","Number","42"
"Stamford Academy District","","2016-2017","Female","Four Year Graduation Count","Number","7"
"Stamford Academy District","","2016-2017","Male","Four Year Graduation Count","Number","14"
"Stamford Academy District","","2016-2017","Female","Four Year Graduation Rate","Percent","26.9"
"Stamford Academy District","","2016-2017","Male","Four Year Graduation Rate","Percent","33.3"
"Stamford Academy District","","2016-2017","Female","Still Enrolled After Four Years Count","Number","13"
"Stamford Academy District","","2016-2017","Male","Still Enrolled After Four Years Count","Number","20"
"Stamford Academy District","","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","50.0"
"Stamford Academy District","","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","47.6"
"Stamford Academy District","","2016-2017","Female","Other Count","Number","6"
"Stamford Academy District","","2016-2017","Male","Other Count","Number","8"
"Stamford Academy District","","2016-2017","Female","Other Rate","Percent","23.1"
"Stamford Academy District","","2016-2017","Male","Other Rate","Percent","19.0"
"Stamford Charter School for Excellence District","","2010-2011","Female","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Female","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Female","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Female","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Female","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Female","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Male","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Male","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Male","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Male","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Male","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Male","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Female","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Male","Total Cohort Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Female","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Male","Four Year Graduation Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Female","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Male","Four Year Graduation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Female","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Male","Still Enrolled After Four Years Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Female","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Male","Other Count","Number","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Female","Other Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2016-2017","Male","Other Rate","Percent","-6666"
"Stamford School District","900173070","2010-2011","Female","Total Cohort Count","Number","581"
"Stamford School District","900173070","2010-2011","Male","Total Cohort Count","Number","608"
"Stamford School District","900173070","2010-2011","Female","Four Year Graduation Count","Number","514"
"Stamford School District","900173070","2010-2011","Male","Four Year Graduation Count","Number","500"
"Stamford School District","900173070","2010-2011","Female","Four Year Graduation Rate","Percent","88.5"
"Stamford School District","900173070","2010-2011","Male","Four Year Graduation Rate","Percent","82.2"
"Stamford School District","900173070","2010-2011","Female","Still Enrolled After Four Years Count","Number","28"
"Stamford School District","900173070","2010-2011","Male","Still Enrolled After Four Years Count","Number","64"
"Stamford School District","900173070","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","4.8"
"Stamford School District","900173070","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","10.5"
"Stamford School District","900173070","2010-2011","Female","Other Count","Number","39"
"Stamford School District","900173070","2010-2011","Male","Other Count","Number","44"
"Stamford School District","900173070","2010-2011","Female","Other Rate","Percent","6.7"
"Stamford School District","900173070","2010-2011","Male","Other Rate","Percent","7.2"
"Stamford School District","900173070","2011-2012","Female","Total Cohort Count","Number","579"
"Stamford School District","900173070","2011-2012","Male","Total Cohort Count","Number","607"
"Stamford School District","900173070","2011-2012","Female","Four Year Graduation Count","Number","512"
"Stamford School District","900173070","2011-2012","Male","Four Year Graduation Count","Number","499"
"Stamford School District","900173070","2011-2012","Female","Four Year Graduation Rate","Percent","88.4"
"Stamford School District","900173070","2011-2012","Male","Four Year Graduation Rate","Percent","82.2"
"Stamford School District","900173070","2011-2012","Female","Still Enrolled After Four Years Count","Number","20"
"Stamford School District","900173070","2011-2012","Male","Still Enrolled After Four Years Count","Number","49"
"Stamford School District","900173070","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","3.5"
"Stamford School District","900173070","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","8.1"
"Stamford School District","900173070","2011-2012","Female","Other Count","Number","47"
"Stamford School District","900173070","2011-2012","Male","Other Count","Number","59"
"Stamford School District","900173070","2011-2012","Female","Other Rate","Percent","8.1"
"Stamford School District","900173070","2011-2012","Male","Other Rate","Percent","9.7"
"Stamford School District","900173070","2012-2013","Female","Total Cohort Count","Number","584"
"Stamford School District","900173070","2012-2013","Male","Total Cohort Count","Number","634"
"Stamford School District","900173070","2012-2013","Female","Four Year Graduation Count","Number","524"
"Stamford School District","900173070","2012-2013","Male","Four Year Graduation Count","Number","559"
"Stamford School District","900173070","2012-2013","Female","Four Year Graduation Rate","Percent","89.7"
"Stamford School District","900173070","2012-2013","Male","Four Year Graduation Rate","Percent","88.2"
"Stamford School District","900173070","2012-2013","Female","Still Enrolled After Four Years Count","Number","20"
"Stamford School District","900173070","2012-2013","Male","Still Enrolled After Four Years Count","Number","35"
"Stamford School District","900173070","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","3.4"
"Stamford School District","900173070","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","5.5"
"Stamford School District","900173070","2012-2013","Female","Other Count","Number","40"
"Stamford School District","900173070","2012-2013","Male","Other Count","Number","40"
"Stamford School District","900173070","2012-2013","Female","Other Rate","Percent","6.8"
"Stamford School District","900173070","2012-2013","Male","Other Rate","Percent","6.3"
"Stamford School District","900173070","2013-2014","Female","Total Cohort Count","Number","573"
"Stamford School District","900173070","2013-2014","Male","Total Cohort Count","Number","627"
"Stamford School District","900173070","2013-2014","Female","Four Year Graduation Count","Number","521"
"Stamford School District","900173070","2013-2014","Male","Four Year Graduation Count","Number","546"
"Stamford School District","900173070","2013-2014","Female","Four Year Graduation Rate","Percent","90.9"
"Stamford School District","900173070","2013-2014","Male","Four Year Graduation Rate","Percent","87.1"
"Stamford School District","900173070","2013-2014","Female","Still Enrolled After Four Years Count","Number","26"
"Stamford School District","900173070","2013-2014","Male","Still Enrolled After Four Years Count","Number","47"
"Stamford School District","900173070","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","4.5"
"Stamford School District","900173070","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","7.5"
"Stamford School District","900173070","2013-2014","Female","Other Count","Number","26"
"Stamford School District","900173070","2013-2014","Male","Other Count","Number","34"
"Stamford School District","900173070","2013-2014","Female","Other Rate","Percent","4.5"
"Stamford School District","900173070","2013-2014","Male","Other Rate","Percent","5.4"
"Stamford School District","900173070","2014-2015","Female","Total Cohort Count","Number","578"
"Stamford School District","900173070","2014-2015","Male","Total Cohort Count","Number","639"
"Stamford School District","900173070","2014-2015","Female","Four Year Graduation Count","Number","509"
"Stamford School District","900173070","2014-2015","Male","Four Year Graduation Count","Number","555"
"Stamford School District","900173070","2014-2015","Female","Four Year Graduation Rate","Percent","88.1"
"Stamford School District","900173070","2014-2015","Male","Four Year Graduation Rate","Percent","86.9"
"Stamford School District","900173070","2014-2015","Female","Still Enrolled After Four Years Count","Number","22"
"Stamford School District","900173070","2014-2015","Male","Still Enrolled After Four Years Count","Number","44"
"Stamford School District","900173070","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","3.8"
"Stamford School District","900173070","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","6.9"
"Stamford School District","900173070","2014-2015","Female","Other Count","Number","47"
"Stamford School District","900173070","2014-2015","Male","Other Count","Number","38"
"Stamford School District","900173070","2014-2015","Female","Other Rate","Percent","8.1"
"Stamford School District","900173070","2014-2015","Male","Other Rate","Percent","5.9"
"Stamford School District","900173070","2015-2016","Female","Total Cohort Count","Number","583"
"Stamford School District","900173070","2015-2016","Male","Total Cohort Count","Number","608"
"Stamford School District","900173070","2015-2016","Female","Four Year Graduation Count","Number","532"
"Stamford School District","900173070","2015-2016","Male","Four Year Graduation Count","Number","522"
"Stamford School District","900173070","2015-2016","Female","Four Year Graduation Rate","Percent","91.3"
"Stamford School District","900173070","2015-2016","Male","Four Year Graduation Rate","Percent","85.9"
"Stamford School District","900173070","2015-2016","Female","Still Enrolled After Four Years Count","Number","21"
"Stamford School District","900173070","2015-2016","Male","Still Enrolled After Four Years Count","Number","34"
"Stamford School District","900173070","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","3.6"
"Stamford School District","900173070","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","5.6"
"Stamford School District","900173070","2015-2016","Female","Other Count","Number","30"
"Stamford School District","900173070","2015-2016","Male","Other Count","Number","51"
"Stamford School District","900173070","2015-2016","Female","Other Rate","Percent","5.1"
"Stamford School District","900173070","2015-2016","Male","Other Rate","Percent","8.4"
"Stamford School District","900173070","2016-2017","Female","Total Cohort Count","Number","594"
"Stamford School District","900173070","2016-2017","Male","Total Cohort Count","Number","606"
"Stamford School District","900173070","2016-2017","Female","Four Year Graduation Count","Number","555"
"Stamford School District","900173070","2016-2017","Male","Four Year Graduation Count","Number","541"
"Stamford School District","900173070","2016-2017","Female","Four Year Graduation Rate","Percent","93.4"
"Stamford School District","900173070","2016-2017","Male","Four Year Graduation Rate","Percent","89.3"
"Stamford School District","900173070","2016-2017","Female","Still Enrolled After Four Years Count","Number","21"
"Stamford School District","900173070","2016-2017","Male","Still Enrolled After Four Years Count","Number","26"
"Stamford School District","900173070","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","3.5"
"Stamford School District","900173070","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","4.3"
"Stamford School District","900173070","2016-2017","Female","Other Count","Number","18"
"Stamford School District","900173070","2016-2017","Male","Other Count","Number","39"
"Stamford School District","900173070","2016-2017","Female","Other Rate","Percent","3.0"
"Stamford School District","900173070","2016-2017","Male","Other Rate","Percent","6.4"
"Sterling School District","","2010-2011","Female","Total Cohort Count","Number","-6666"
"Sterling School District","","2010-2011","Male","Total Cohort Count","Number","-6666"
"Sterling School District","","2010-2011","Female","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2010-2011","Male","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2010-2011","Female","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2010-2011","Male","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2010-2011","Female","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2010-2011","Male","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2010-2011","Female","Other Count","Number","-6666"
"Sterling School District","","2010-2011","Male","Other Count","Number","-6666"
"Sterling School District","","2010-2011","Female","Other Rate","Percent","-6666"
"Sterling School District","","2010-2011","Male","Other Rate","Percent","-6666"
"Sterling School District","","2011-2012","Female","Total Cohort Count","Number","-6666"
"Sterling School District","","2011-2012","Male","Total Cohort Count","Number","-6666"
"Sterling School District","","2011-2012","Female","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2011-2012","Male","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2011-2012","Female","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2011-2012","Male","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2011-2012","Female","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2011-2012","Male","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2011-2012","Female","Other Count","Number","-6666"
"Sterling School District","","2011-2012","Male","Other Count","Number","-6666"
"Sterling School District","","2011-2012","Female","Other Rate","Percent","-6666"
"Sterling School District","","2011-2012","Male","Other Rate","Percent","-6666"
"Sterling School District","","2012-2013","Female","Total Cohort Count","Number","-6666"
"Sterling School District","","2012-2013","Male","Total Cohort Count","Number","-6666"
"Sterling School District","","2012-2013","Female","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2012-2013","Male","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2012-2013","Female","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2012-2013","Male","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2012-2013","Female","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2012-2013","Male","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2012-2013","Female","Other Count","Number","-6666"
"Sterling School District","","2012-2013","Male","Other Count","Number","-6666"
"Sterling School District","","2012-2013","Female","Other Rate","Percent","-6666"
"Sterling School District","","2012-2013","Male","Other Rate","Percent","-6666"
"Sterling School District","","2013-2014","Female","Total Cohort Count","Number","-6666"
"Sterling School District","","2013-2014","Male","Total Cohort Count","Number","-6666"
"Sterling School District","","2013-2014","Female","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2013-2014","Male","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2013-2014","Female","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2013-2014","Male","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2013-2014","Female","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2013-2014","Male","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2013-2014","Female","Other Count","Number","-6666"
"Sterling School District","","2013-2014","Male","Other Count","Number","-6666"
"Sterling School District","","2013-2014","Female","Other Rate","Percent","-6666"
"Sterling School District","","2013-2014","Male","Other Rate","Percent","-6666"
"Sterling School District","","2014-2015","Female","Total Cohort Count","Number","-6666"
"Sterling School District","","2014-2015","Male","Total Cohort Count","Number","-6666"
"Sterling School District","","2014-2015","Female","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2014-2015","Male","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2014-2015","Female","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2014-2015","Male","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2014-2015","Female","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2014-2015","Male","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2014-2015","Female","Other Count","Number","-6666"
"Sterling School District","","2014-2015","Male","Other Count","Number","-6666"
"Sterling School District","","2014-2015","Female","Other Rate","Percent","-6666"
"Sterling School District","","2014-2015","Male","Other Rate","Percent","-6666"
"Sterling School District","","2015-2016","Female","Total Cohort Count","Number","-6666"
"Sterling School District","","2015-2016","Male","Total Cohort Count","Number","-6666"
"Sterling School District","","2015-2016","Female","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2015-2016","Male","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2015-2016","Female","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2015-2016","Male","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2015-2016","Female","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2015-2016","Male","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2015-2016","Female","Other Count","Number","-6666"
"Sterling School District","","2015-2016","Male","Other Count","Number","-6666"
"Sterling School District","","2015-2016","Female","Other Rate","Percent","-6666"
"Sterling School District","","2015-2016","Male","Other Rate","Percent","-6666"
"Sterling School District","","2016-2017","Female","Total Cohort Count","Number","-6666"
"Sterling School District","","2016-2017","Male","Total Cohort Count","Number","-6666"
"Sterling School District","","2016-2017","Female","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2016-2017","Male","Four Year Graduation Count","Number","-6666"
"Sterling School District","","2016-2017","Female","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2016-2017","Male","Four Year Graduation Rate","Percent","-6666"
"Sterling School District","","2016-2017","Female","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2016-2017","Male","Still Enrolled After Four Years Count","Number","-6666"
"Sterling School District","","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"Sterling School District","","2016-2017","Female","Other Count","Number","-6666"
"Sterling School District","","2016-2017","Male","Other Count","Number","-6666"
"Sterling School District","","2016-2017","Female","Other Rate","Percent","-6666"
"Sterling School District","","2016-2017","Male","Other Rate","Percent","-6666"
"Stonington School District","901173770","2010-2011","Female","Total Cohort Count","Number","105"
"Stonington School District","901173770","2010-2011","Male","Total Cohort Count","Number","107"
"Stonington School District","901173770","2010-2011","Female","Four Year Graduation Count","Number","96"
"Stonington School District","901173770","2010-2011","Male","Four Year Graduation Count","Number","102"
"Stonington School District","901173770","2010-2011","Female","Four Year Graduation Rate","Percent","91.4"
"Stonington School District","901173770","2010-2011","Male","Four Year Graduation Rate","Percent","95.3"
"Stonington School District","901173770","2010-2011","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2010-2011","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2010-2011","Female","Other Count","Number","-9999"
"Stonington School District","901173770","2010-2011","Male","Other Count","Number","-9999"
"Stonington School District","901173770","2010-2011","Female","Other Rate","Percent","-9999"
"Stonington School District","901173770","2010-2011","Male","Other Rate","Percent","-9999"
"Stonington School District","901173770","2011-2012","Female","Total Cohort Count","Number","86"
"Stonington School District","901173770","2011-2012","Male","Total Cohort Count","Number","96"
"Stonington School District","901173770","2011-2012","Female","Four Year Graduation Count","Number","82"
"Stonington School District","901173770","2011-2012","Male","Four Year Graduation Count","Number","86"
"Stonington School District","901173770","2011-2012","Female","Four Year Graduation Rate","Percent","95.3"
"Stonington School District","901173770","2011-2012","Male","Four Year Graduation Rate","Percent","89.6"
"Stonington School District","901173770","2011-2012","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2011-2012","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","-9999"
