"Four-Year Graduation Rates, Trend"
"All Districts, Gender"

"Cromwell School District","Female",94.7,95.9,91.0,93.2,98.4
"Cromwell School District","Male",92.1,87.2,92.5,88.5,93.9
"Danbury School District","Female",81.9,81.4,79.8,83.2,82.8
"Danbury School District","Male",72.8,71.7,71.2,73.3,71.6
"Darien School District","Female",97.5,97.5,97.5,98.2,97.8
"Darien School District","Male",94.0,95.3,96.8,95.3,95.4
"Department of Mental Health and Addiction Services","Female","N/A","N/A","*","*","N/A"
"Department of Mental Health and Addiction Services","Male","N/A","N/A","*","*","N/A"
"Derby School District","Female",82.1,79.6,59.1,84.9,87.0
"Derby School District","Male",62.3,71.9,70.2,77.6,79.2
"East Granby School District","Female",97.4,96.8,96.9,100.0,100.0
"East Granby School District","Male",94.6,93.3,92.3,85.4,100.0
"East Haddam School District","Female",93.6,94.8,94.1,96.2,92.3
"East Haddam School District","Male",90.0,88.6,98.0,90.6,88.5
"East Hampton School District","Female",93.9,97.4,98.5,95.4,97.1
"East Hampton School District","Male",89.0,92.0,93.8,98.2,91.4
"East Hartford School District","Female",84.3,82.9,83.4,81.7,91.3
"East Hartford School District","Male",74.7,70.6,72.7,74.9,84.8
"East Haven School District","Female",88.8,79.8,83.2,86.3,77.3
"East Haven School District","Male",81.1,64.0,66.2,76.2,73.6
"East Lyme School District","Female",98.2,96.2,95.6,95.6,97.7
"East Lyme School District","Male",94.4,92.4,92.7,91.4,92.4
"East Windsor School District","Female",80.0,88.9,84.0,89.1,83.8
"East Windsor School District","Male",83.3,84.1,80.4,88.9,88.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female",75.0,80.9,84.6,71.1,87.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",74.1,76.9,70.0,78.6,59.4
"Ellington School District","Female",99.0,89.0,92.5,96.8,99.0
"Ellington School District","Male",89.3,91.3,91.3,94.1,95.2
"Elm City College Preparatory School District","Female","N/A",80.0,"*",70.0,"*"
"Elm City College Preparatory School District","Male","N/A",77.8,"*",57.1,"*"
"Enfield School District","Female",85.5,89.0,89.5,88.5,90.3
"Enfield School District","Male",77.5,81.4,85.3,84.5,82.8
"Explorations District","Female",61.1,"*",58.8,70.0,92.9
"Explorations District","Male",43.8,"*",73.3,64.7,77.8
"Fairfield School District","Female",96.8,94.8,93.9,97.3,96.8
"Fairfield School District","Male",89.6,93.5,91.5,90.2,91.2
"Farmington School District","Female",95.8,97.4,97.5,94.2,96.9
"Farmington School District","Male",93.6,90.8,92.6,96.3,94.8
"Glastonbury School District","Female",96.1,98.0,97.1,96.1,98.4
"Glastonbury School District","Male",96.6,94.0,97.1,96.0,97.0
"Granby School District","Female",97.8,95.9,98.0,93.3,98.9
"Granby School District","Male",96.2,98.9,96.9,96.0,96.1
"Greenwich School District","Female",94.4,94.9,95.4,95.2,96.8
"Greenwich School District","Male",94.5,89.7,94.2,94.9,93.6
"Griswold School District","Female",84.9,88.4,89.2,90.7,89.9
"Griswold School District","Male",76.6,86.7,84.4,78.6,87.0
"Groton School District","Female",82.1,79.0,85.7,90.2,87.4
"Groton School District","Male",79.0,84.3,78.6,79.9,87.6
"Guilford School District","Female",94.4,98.0,96.4,97.9,97.2
"Guilford School District","Male",94.5,97.1,90.1,87.4,92.4
"Hamden School District","Female",85.8,88.0,89.2,93.4,92.9
"Hamden School District","Male",80.9,80.8,81.2,85.4,84.1
"Hartford School District","Female",66.4,69.3,75.5,76.2,74.7
"Hartford School District","Male",60.1,60.1,66.5,67.1,65.8
"Killingly School District","Female",76.9,81.5,83.6,87.3,81.7
"Killingly School District","Male",63.3,72.7,66.4,74.1,71.7
"Learn","Female","N/A","N/A",87.0,91.1,95.6
"Learn","Male","N/A","N/A",75.0,93.7,82.6
"Lebanon School District","Female",95.0,88.6,93.1,96.8,96.6
"Lebanon School District","Male",90.0,87.1,93.5,88.1,91.9
"Ledyard School District","Female",90.8,93.9,92.2,95.9,95.7
"Ledyard School District","Male",88.8,88.8,87.2,85.6,89.8
"Lisbon School District","Female","*","*","*","*","N/A"
"Lisbon School District","Male","*","*","*","*","N/A"
"Litchfield School District","Female",94.1,98.0,97.8,97.1,100.0
"Litchfield School District","Male",93.2,96.2,100.0,88.6,100.0
"Madison School District","Female",97.5,98.3,98.1,97.6,98.8
"Madison School District","Male",95.6,95.0,99.4,96.1,98.7
"Manchester School District","Female",72.4,78.8,78.7,84.3,84.5
"Manchester School District","Male",69.9,67.7,71.3,80.1,77.0
"Meriden School District","Female",74.6,72.0,75.4,80.6,77.5
"Meriden School District","Male",64.5,66.7,64.6,72.2,70.7
"Middletown School District","Female",82.3,79.6,84.6,88.2,89.7
"Middletown School District","Male",71.0,72.3,78.1,76.8,86.7
"Milford School District","Female",89.4,89.7,89.3,94.8,93.0
"Milford School District","Male",85.9,82.5,80.7,89.5,88.7
"Monroe School District","Female",98.0,98.7,98.8,96.7,99.4
"Monroe School District","Male",95.9,98.4,95.2,95.9,95.8
"Montville School District","Female",83.9,88.0,92.4,88.5,94.2
"Montville School District","Male",85.7,85.2,80.7,88.8,92.5
"Naugatuck School District","Female",84.5,90.0,83.1,87.6,90.6
"Naugatuck School District","Male",81.0,78.7,73.1,76.2,80.9
"New Britain School District","Female",52.4,62.6,66.6,67.8,72.1
"New Britain School District","Male",50.1,58.6,55.4,59.4,65.2
"New Canaan School District","Female",98.0,98.9,97.7,98.8,98.7
"New Canaan School District","Male",96.9,94.8,97.5,97.9,99.4
"New Fairfield School District","Female",94.2,97.7,98.5,98.2,99.3
"New Fairfield School District","Male",87.6,98.0,92.8,95.2,98.4
"New Haven School District","Female",67.8,76.6,77.4,80.5,77.2
"New Haven School District","Male",59.7,63.7,64.4,69.9,73.0
"New London School District","Female",61.2,62.6,68.0,77.6,84.9
"New London School District","Male",63.7,61.4,60.7,66.2,64.2
"New Milford School District","Female",91.4,94.0,89.3,93.1,95.1
"New Milford School District","Male",83.3,87.0,84.2,86.1,85.5
"Newington School District","Female",90.2,95.5,93.2,95.2,95.8
"Newington School District","Male",77.4,83.5,87.1,90.3,90.0
"Newtown School District","Female",93.5,95.0,94.3,97.1,98.2
"Newtown School District","Male",94.0,94.7,93.8,96.3,92.4
"North Branford School District","Female",95.8,92.0,95.7,92.3,96.6
"North Branford School District","Male",92.0,90.5,96.2,89.4,89.7
"North Haven School District","Female",91.6,93.2,94.0,90.4,94.0
"North Haven School District","Male",82.9,91.7,81.6,86.6,88.4
"North Stonington School District","Female",90.3,100.0,96.7,100.0,92.3
"North Stonington School District","Male",88.9,80.0,94.4,93.8,92.0
"Norwalk School District","Female",86.8,89.1,87.3,85.0,90.6
"Norwalk School District","Male",81.7,80.4,82.0,82.7,88.5
"Norwich Free Academy District","Female",84.0,89.2,85.6,89.7,91.5
"Norwich Free Academy District","Male",78.7,82.3,76.1,83.5,83.5
"Norwich School District","Female","*",21.2,"N/A","N/A","N/A"
"Norwich School District","Male","*",23.5,"N/A","N/A","N/A"
"Old Saybrook School District","Female",96.7,94.9,98.5,90.8,95.8
"Old Saybrook School District","Male",88.9,97.0,91.9,93.1,94.5
"Oxford School District","Female",97.4,92.8,100.0,97.7,95.5
"Oxford School District","Male",92.4,90.9,94.7,95.3,89.7
"Plainfield School District","Female",86.7,86.0,89.9,88.2,84.8
"Plainfield School District","Male",84.3,84.5,79.8,77.8,78.7
"Plainville School District","Female",89.9,89.9,93.5,89.1,90.9
"Plainville School District","Male",86.2,95.9,83.7,88.1,87.6
"Plymouth School District","Female",93.1,83.8,85.9,85.0,91.5
"Plymouth School District","Male",87.8,84.5,84.4,88.6,83.9
"Portland School District","Female",82.6,92.5,90.5,94.0,95.9
"Portland School District","Male",84.3,90.4,82.4,91.9,83.7
"Putnam School District","Female",88.6,81.5,88.9,89.7,88.0
"Putnam School District","Male",70.0,81.6,66.7,81.1,85.0
"Regional School District 01","Female",91.0,96.8,89.1,95.1,95.6
"Regional School District 01","Male",76.1,92.2,92.6,83.3,92.9
"Regional School District 04","Female",86.5,96.3,97.7,97.3,95.1
"Regional School District 04","Male",89.7,87.3,92.0,98.4,98.0
"Regional School District 05","Female",96.7,97.7,96.8,96.4,97.6
"Regional School District 05","Male",88.9,95.0,95.2,96.1,95.2
"Regional School District 06","Female",88.3,98.1,96.2,93.3,95.7
"Regional School District 06","Male",88.6,93.9,95.5,93.8,95.1
"Regional School District 07","Female",93.8,93.0,98.9,97.3,95.9
"Regional School District 07","Male",93.8,93.4,90.9,87.0,98.6
"Regional School District 08","Female",89.1,93.6,94.5,93.8,97.5
"Regional School District 08","Male",80.6,87.8,89.9,92.1,88.7
"Regional School District 09","Female",98.1,98.4,94.4,95.0,99.2
"Regional School District 09","Male",92.9,95.6,93.9,97.3,92.9
"Regional School District 10","Female",95.4,97.3,91.8,94.8,96.9
"Regional School District 10","Male",95.6,95.0,93.1,94.2,94.6
"Regional School District 11","Female",75.0,93.8,88.9,86.4,100.0
"Regional School District 11","Male",64.3,96.2,84.6,100.0,96.6
"Regional School District 12","Female",90.2,90.6,88.9,97.4,100.0
"Regional School District 12","Male",82.7,81.0,83.6,90.5,94.7
"Regional School District 13","Female",92.9,97.3,96.2,95.9,92.2
"Regional School District 13","Male",93.0,97.1,91.9,90.2,90.9
"Regional School District 14","Female",97.2,99.0,94.5,100.0,99.1
"Regional School District 14","Male",92.7,94.5,91.3,92.0,97.3
"Regional School District 15","Female",92.8,97.0,94.5,96.0,94.8
"Regional School District 15","Male",90.3,90.3,94.3,97.2,95.0
"Regional School District 16","Female",89.9,93.8,93.8,96.9,95.0
"Regional School District 16","Male",86.6,90.0,85.7,88.1,93.9
"Regional School District 17","Female",94.8,94.6,97.6,100.0,97.7
"Regional School District 17","Male",91.3,92.9,95.0,96.3,95.1
"Regional School District 18","Female",97.4,95.3,96.6,94.5,97.2
"Regional School District 18","Male",96.6,98.4,92.9,100.0,92.5
"Regional School District 19","Female",87.3,90.0,87.7,93.0,93.2
"Regional School District 19","Male",78.7,84.1,87.6,93.4,89.9
"Ridgefield School District","Female",97.3,98.6,95.0,98.2,97.3
"Ridgefield School District","Male",94.8,97.9,97.2,97.0,95.1
"Rocky Hill School District","Female",91.6,94.9,96.3,95.9,93.5
"Rocky Hill School District","Male",90.2,89.1,84.2,87.1,90.9
"Seymour School District","Female",86.8,93.5,87.5,88.7,85.9
"Seymour School District","Male",79.6,80.5,83.9,85.1,91.7
"Shelton School District","Female",89.3,92.6,89.9,93.7,95.7
"Shelton School District","Male",86.2,90.1,90.2,88.8,92.3
"Simsbury School District","Female",96.9,96.8,98.4,96.3,95.6
"Simsbury School District","Male",93.3,94.6,96.2,92.9,95.0
"Somers School District","Female",94.4,98.6,98.5,98.6,95.0
"Somers School District","Male",94.6,92.9,94.9,94.7,92.9
"South Windsor School District","Female",95.7,97.1,94.5,95.8,93.5
"South Windsor School District","Male",87.0,91.1,94.1,91.7,91.4
"Southington School District","Female",93.3,92.3,92.8,95.5,95.9
"Southington School District","Male",87.5,90.8,89.2,91.1,90.1
"Stafford School District","Female",83.6,90.4,92.8,97.0,96.6
"Stafford School District","Male",67.6,85.5,80.0,89.5,85.3
"Stamford Academy District","Female",47.8,64.3,"*",25.8,32.0
"Stamford Academy District","Male",28.1,31.8,"*",23.1,34.8
"Stamford School District","Female",88.5,88.4,89.7,90.9,88.1
"Stamford School District","Male",82.2,82.2,88.2,87.1,86.9
"Stonington School District","Female",91.4,95.3,94.3,97.8,95.4
"Stonington School District","Male",95.3,89.6,95.6,88.2,84.8
"Stratford School District","Female",91.9,90.7,93.8,93.6,90.6
"Stratford School District","Male",83.9,82.0,83.8,90.5,92.6
"Suffield School District","Female",98.4,89.0,95.2,97.4,99.1
"Suffield School District","Male",90.3,92.5,89.5,92.9,92.0
"The Bridge Academy District","Female",100.0,89.5,100.0,91.7,90.0
"The Bridge Academy District","Male",78.9,65.2,78.9,80.0,83.3
"The Gilbert School District","Female",84.4,91.7,82.2,90.7,94.1
"The Gilbert School District","Male",66.7,90.7,69.4,85.1,87.5
"Thomaston School District","Female",92.0,93.8,95.1,89.7,95.8
"Thomaston School District","Male",90.9,88.6,87.2,97.0,97.4
"Thompson School District","Female",94.1,92.0,92.9,95.3,96.2
"Thompson School District","Male",81.8,78.4,86.7,86.0,90.9
"Tolland School District","Female",95.5,97.3,95.7,93.8,96.0
"Tolland School District","Male",89.5,95.8,92.2,88.8,93.7
"Torrington School District","Female",81.1,82.1,91.8,85.3,88.9
"Torrington School District","Male",74.4,77.6,77.8,82.5,79.5
"Trumbull School District","Female",97.9,97.6,97.8,97.9,98.5
"Trumbull School District","Male",97.8,96.8,97.8,94.1,97.7
"Unified School District #1","Female","*","*","*","*","*"
"Unified School District #1","Male","*","*","*","*","*"
"Unified School District #2","Female","*","*","*","*","*"
"Unified School District #2","Male","*","*","*","*","*"
"Vernon School District","Female",82.1,84.1,86.6,87.9,85.5
"Vernon School District","Male",81.3,79.7,75.7,77.4,83.5
"Wallingford School District","Female",91.0,96.3,93.0,93.5,94.3
"Wallingford School District","Male",83.0,88.3,88.0,89.0,92.0
"Waterbury School District","Female",69.4,66.5,71.6,72.1,73.2
"Waterbury School District","Male",61.8,58.7,61.6,64.1,64.9
"Waterford School District","Female",93.0,91.7,91.0,96.7,97.2
"Waterford School District","Male",89.1,91.7,91.7,88.5,88.9
"Watertown School District","Female",94.3,93.4,91.4,94.4,93.1
"Watertown School District","Male",80.8,88.3,82.0,88.7,83.5
"West Hartford School District","Female",90.5,96.3,94.1,95.7,94.1
"West Hartford School District","Male",90.2,89.1,92.2,92.6,92.3
"West Haven School District","Female",72.8,78.5,78.8,78.6,82.3
"West Haven School District","Male",63.6,65.4,61.9,68.8,73.0
"Westbrook School District","Female",96.7,90.7,97.3,100.0,97.2
"Westbrook School District","Male",93.3,92.3,95.1,91.4,97.6
"Weston School District","Female",98.2,100.0,100.0,96.6,95.9
"Weston School District","Male",98.8,98.8,98.1,97.8,96.8
"Westport School District","Female",96.8,98.3,98.6,99.1,99.6
"Westport School District","Male",96.5,97.4,98.8,96.7,97.7
"Wethersfield School District","Female",92.2,93.2,93.0,90.6,94.1
"Wethersfield School District","Male",90.1,87.5,88.0,92.9,87.8
"Wilton School District","Female",100.0,99.4,95.7,99.3,96.7
"Wilton School District","Male",95.7,96.8,96.3,94.8,95.5
"Windham School District","Female",66.9,75.9,76.9,76.7,83.6
"Windham School District","Male",55.9,65.7,73.8,69.9,78.3
"Windsor Locks School District","Female",87.3,91.5,93.6,95.5,82.5
"Windsor Locks School District","Male",83.3,90.9,87.1,87.5,90.5
"Windsor School District","Female",85.1,89.0,83.9,93.5,90.4
"Windsor School District","Male",81.3,81.3,79.0,85.6,86.0
"Wolcott School District","Female",90.4,94.7,93.7,95.9,96.7
"Wolcott School District","Male",94.6,92.4,94.5,94.3,96.6
"Woodstock Academy District","Female",95.5,95.9,96.8,97.7,98.7
"Woodstock Academy District","Male",93.1,94.9,92.9,93.3,98.5

