"Four-Year Graduation Rates, Trend"
"All Districts, Gender"

"Meriden School District","Male",22.4,21.3,22.0,16.8,19.4,13.0,12.0,13.1,11.0,9.9
"Middletown School District","Female",9.4,14.9,9.5,6.5,"*",8.3,5.5,5.9,5.3,4.8
"Middletown School District","Male",16.0,13.9,13.3,6.7,"*",13.0,13.9,8.6,16.5,10.7
"Milford School District","Female",4.5,3.2,"*",2.4,2.6,6.0,7.1,8.8,2.8,4.4
"Milford School District","Male",3.5,6.8,"*",3.5,3.9,10.6,10.6,14.8,7.0,7.4
"Monroe School District","Female","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","Male","*","*","*","*","*","*","*","*","*","*"
"Montville School District","Female",14.0,9.3,"*",7.7,"*","*","*","*","*","*"
"Montville School District","Male",8.9,13.9,"*",7.9,"*","*","*","*","*","*"
"Naugatuck School District","Female",11.6,8.3,11.3,8.9,6.3,3.9,"*",5.6,3.6,"*"
"Naugatuck School District","Male",11.1,14.4,12.6,13.4,12.4,7.9,"*",14.3,10.4,"*"
"New Britain School District","Female",30.8,25.5,24.7,17.5,19.1,16.7,12.0,8.8,14.7,8.8
"New Britain School District","Male",28.2,25.7,25.7,19.7,21.8,21.7,15.7,18.9,20.9,13.0
"New Canaan School District","Female","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","Male","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","Female","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","Male","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","Female",25.4,17.3,16.7,14.6,16.5,6.8,6.1,5.9,4.9,6.3
"New Haven School District","Male",24.8,25.0,25.5,18.8,17.3,15.5,11.3,10.1,11.3,9.7
"New London School District","Female",22.4,21.5,23.8,13.3,11.8,16.4,15.9,8.2,9.2,"*"
"New London School District","Male",16.4,23.5,26.7,23.1,22.0,19.9,15.2,12.6,10.8,"*"
"New Milford School District","Female",7.5,4.9,8.2,3.9,4.3,"*","*","*",3.0,"*"
"New Milford School District","Male",10.2,6.3,8.7,9.4,8.1,"*","*","*",4.4,"*"
"Newington School District","Female",5.4,"*",3.2,"*",4.2,4.4,"*",3.7,3.2,"*"
"Newington School District","Male",7.2,"*",8.1,"*",5.3,15.4,"*",4.8,6.9,"*"
"Newtown School District","Female",3.7,3.0,"*","*","*","*","*",3.9,"*","*"
"Newtown School District","Male",4.0,2.9,"*","*","*","*","*",6.2,"*","*"
"North Branford School District","Female","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","Male","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","Female",6.6,"*",4.0,7.1,"*","*","*","*","*",4.0
"North Haven School District","Male",9.3,"*",9.2,5.5,"*","*","*","*","*",5.4
"North Stonington School District","Female","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","Male","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","Female",9.1,8.2,10.9,5.6,7.3,4.1,2.7,1.7,9.5,2.1
"Norwalk School District","Male",9.6,13.9,10.6,6.8,7.8,8.7,5.7,7.4,10.5,3.7
"Norwich Free Academy District","Female",12.8,9.7,10.7,8.2,7.5,3.2,"*",3.7,2.1,"*"
"Norwich Free Academy District","Male",17.0,16.0,9.7,12.9,14.4,4.3,"*",14.2,3.7,"*"
"Norwich School District","Female","*",57.6,"N/A","N/A","N/A","*",21.2,"N/A","N/A","N/A"
"Norwich School District","Male","*",44.1,"N/A","N/A","N/A","*",32.4,"N/A","N/A","N/A"
"Old Saybrook School District","Female","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","Male","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","Female","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","Male","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","Female",9.4,6.5,6.1,7.5,7.6,"*",7.5,"*","*",7.6
"Plainfield School District","Male",7.8,10.0,5.8,12.3,13.5,"*",5.5,"*","*",7.9
"Plainville School District","Female",8.4,"*","*","*",9.1,"*","*","*","*","*"
"Plainville School District","Male",9.5,"*","*","*",8.6,"*","*","*","*","*"
"Plymouth School District","Female","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","Male","*","*","*","*","*","*","*","*","*","*"
"Portland School District","Female",15.2,"*","*","*","*","*","*","*","*","*"
"Portland School District","Male",13.7,"*","*","*","*","*","*","*","*","*"
"Putnam School District","Female","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","Female",12.2,"*","*","*","*","*","*","*","*","*"
"Regional School District 04","Male",8.2,"*","*","*","*","*","*","*","*","*"
"Regional School District 05","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","Female",4.7,"*","*","*","*",6.3,4.3,"*",5.5,"*"
"Regional School District 08","Male",10.1,"*","*","*","*",9.4,5.8,"*",6.0,"*"
"Regional School District 09","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","Female","*","*","*","*","*","*","*","*","*",7.8
"Regional School District 13","Male","*","*","*","*","*","*","*","*","*",9.1
"Regional School District 14","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","Female",4.1,"*","*","*","*","*","*","*","*","*"
"Regional School District 15","Male",4.1,"*","*","*","*","*","*","*","*","*"
"Regional School District 16","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","Female","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","Male","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","Female",9.0,5.0,"*","*","*","*",5.0,7.0,4.5,5.3
"Regional School District 19","Male",7.3,7.2,"*","*","*","*",8.7,9.7,5.1,6.3
"Ridgefield School District","Female","*","*","*","*","*","*","*",3.5,"*","*"
"Ridgefield School District","Male","*","*","*","*","*","*","*",2.8,"*","*"
"Rocky Hill School District","Female",6.3,"*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","Male",8.5,"*","*","*","*","*","*","*","*","*"
"Seymour School District","Female",8.8,"*","*","*","*","*","*",6.8,"*","*"
"Seymour School District","Male",14.3,"*","*","*","*","*","*",7.5,"*","*"
"Shelton School District","Female",6.3,5.1,5.3,"*","*",4.4,"*",4.8,4.2,"*"
"Shelton School District","Male",5.6,5.2,3.4,"*","*",8.2,"*",6.3,5.1,"*"
"Simsbury School District","Female","*","*","*","*","*","*","*","*","*",3.8
"Simsbury School District","Male","*","*","*","*","*","*","*","*","*",3.5
"Somers School District","Female","*","*","*","*","*","*","*","*","*","*"
"Somers School District","Male","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","Female",3.2,"*","*","*",4.7,"*","*","*","*","*"
"South Windsor School District","Male",7.1,"*","*","*",3.8,"*","*","*","*","*"
"Southington School District","Female",3.5,2.3,3.2,"*",3.3,3.2,5.4,4.0,2.7,"*"
"Southington School District","Male",3.4,2.9,5.4,"*",2.9,9.1,6.3,5.4,7.3,"*"
"Stafford School District","Female","*","*","*","*","*",9.0,"*","*","*","*"
"Stafford School District","Male","*","*","*","*","*",14.7,"*","*","*","*"
"Stamford Academy District","Female","*","*","*","*",32.0,34.8,"*",46.2,48.4,36.0
"Stamford Academy District","Male","*","*","*","*",39.1,46.9,"*",62.5,65.4,26.1
"Stamford School District","Female",6.7,8.1,6.8,4.5,8.1,4.8,3.5,3.4,4.5,3.8
"Stamford School District","Male",7.2,9.7,6.3,5.4,5.9,10.5,8.1,5.5,7.5,6.9
"Stonington School District","Female","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","Male","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","Female",5.2,6.0,4.0,"*",5.4,2.9,3.3,2.2,4.7,4.0
"Stratford School District","Male",9.9,11.3,7.7,"*",3.5,6.2,6.7,8.4,4.9,3.9
"Suffield School District","Female","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","Male","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","Female","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","Male","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","Female","*","*",15.6,"*","*","*","*","*","*","*"
"The Gilbert School District","Male","*","*",14.3,"*","*","*","*","*","*","*"
"Thomaston School District","Female","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","Male","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","Female","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","Male","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","Female","*","*","*","*","*","*","*","*",5.3,"*"
"Tolland School District","Male","*","*","*","*","*","*","*","*",8.6,"*"
"Torrington School District","Female",14.2,15.9,"*",8.5,7.9,4.7,"*",4.5,6.2,"*"
"Torrington School District","Male",16.7,14.1,"*",8.4,10.3,9.0,"*",13.2,9.1,"*"
"Trumbull School District","Female","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","Male","*","*","*","*","*","*","*","*","*","*"
"Unified School District #1","Female",96.2,71.9,64.3,80.0,95.7,"*",28.1,"*","*","*"
"Unified School District #1","Male",62.0,70.1,64.0,74.5,79.2,"*",28.1,"*","*","*"
"Unified School District #2","Female","*",75.0,70.0,75.0,70.0,60.0,"*","*","*","*"
"Unified School District #2","Male","*",64.7,54.7,47.2,65.6,35.0,"*","*","*","*"
"Vernon School District","Female",14.1,10.9,10.2,9.3,12.8,3.8,5.1,"*","*","*"
"Vernon School District","Male",9.0,13.3,15.7,10.7,10.2,9.7,7.0,"*","*","*"
"Wallingford School District","Female",7.6,2.9,4.6,4.2,3.0,"*","*",2.3,2.3,"*"
"Wallingford School District","Male",8.1,6.1,5.6,5.7,5.9,"*","*",6.4,5.3,"*"
"Waterbury School District","Female",26.5,30.4,25.2,23.8,23.6,4.0,3.1,3.2,4.1,3.2
"Waterbury School District","Male",32.6,33.1,31.8,28.7,27.3,5.6,8.2,6.6,7.2,7.7
"Waterford School District","Female",5.6,5.0,"*","*","*","*","*","*","*","*"
"Waterford School District","Male",7.0,5.8,"*","*","*","*","*","*","*","*"
"Watertown School District","Female","*","*",5.8,"*","*","*","*","*","*","*"
"Watertown School District","Male","*","*",9.0,"*","*","*","*","*","*","*"
"West Hartford School District","Female",5.6,1.6,3.1,2.6,2.9,3.9,2.1,2.8,1.7,2.9
"West Hartford School District","Male",4.0,5.6,4.9,2.3,3.0,5.7,5.3,2.9,5.1,4.7
"West Haven School District","Female",22.8,19.0,15.8,13.1,15.3,4.5,"*",5.4,8.3,"*"
"West Haven School District","Male",27.1,28.3,28.4,20.6,20.5,9.3,"*",9.7,10.6,"*"
"Westbrook School District","Female","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","Male","*","*","*","*","*","*","*","*","*","*"
"Weston School District","Female","*","*","*","*","*","*","*","*","*","*"
"Weston School District","Male","*","*","*","*","*","*","*","*","*","*"
"Westport School District","Female","*","*","*","*","*","*","*","*","*","*"
"Westport School District","Male","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","Female",5.2,4.7,"*","*","*","*","*","*",5.1,5.1
"Wethersfield School District","Male",4.6,6.3,"*","*","*","*","*","*",4.1,5.4
"Wilton School District","Female","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","Male","*","*","*","*","*","*","*","*","*","*"
"Windham School District","Female",28.2,16.5,14.3,21.1,11.5,4.8,7.6,8.8,"*","*"
"Windham School District","Male",16.1,21.6,15.0,22.6,13.0,28.0,12.7,11.2,"*","*"
"Windsor Locks School District","Female","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","Male","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","Female",6.8,7.7,8.0,"*",4.8,8.1,"*",8.0,"*",4.8
"Windsor School District","Male",10.9,9.6,9.4,"*",5.5,7.8,"*",11.6,"*",8.5
"Wolcott School District","Female","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","Male","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","Female",4.5,"*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","Male",4.2,"*","*","*","*","*","*","*","*","*"

